"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"5445";"d9053c5b4cec2f757ded2e784652c7d2";"3";"35";"M";"White";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5446";"e081db2627ebbafc8fbba7effa6c43fa";"3";"27";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Task Force";"B"
"5447";"b3a1934fe1e16d1be7eca95a74144dc9";"3";"32";"M";"White";"FOB - Field Operations Bureau";"Second District";"Narcotics";""
"5448";"ca2457c65e658261987fc0de49b70c0c";"3";"31";"M";"Asian / Pacific Islander";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"5449";"fd47fac446c34eda003f4d6f6766724e";"3";"27";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"5450";"d751b0c7b54095ef589ac6018b777ad8";"3";"38";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5451";"396e849ba5838b791347c3b91e4bbf93";"3";"29";"M";"Hispanic";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"5452";"09ca7a20fa0e6f069621aef675eb5856";"3";"32";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5453";"26c9248fe336e095e3ad91d31be11ccc";"3";"60";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5454";"b5c6b60f0730318e23be809402d13d35";"3";"42";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"Task Force";"B"
"5455";"23f6fd7daa0fbb2232e7c897596640af";"3";"54";"M";"White";"FOB - Field Operations Bureau";"First District";"Task Force";""
"5456";"ad38f94ef3f55d60729366f1301237c4";"3";"25";"M";"White";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5457";"90bf1c70915059376a022a89d1471f7d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5458";"ee9eac1e3b524e6986a33b72a76b215f";"3";"27";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Task Force";"B"
"5459";"61e4def741e54eaf9c797aeb63cac80d";"3";"33";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5460";"24a8a5aed2116c1da4e139ac4ce05cd8";"3";"26";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5461";"f4bf4315e435dbc2d1b1192511f766fa";"3";"56";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5462";"ab090063ab85fef967842e528697441c";"3";"29";"F";"White";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5463";"97c653814aab358ec57282cfaa4c4bd7";"3";"28";"M";"Hispanic";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5464";"96b8e0c75202d7bd2fae6d7b1e2bcacb";"3";"52";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"Day Beats";""
"5465";"c4c3f0d98b2a434b3d3e68f4adc6bc5e";"3";"59";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Staff"
"5466";"16ec516f50d0a5c000c059fb7ad5a878";"3";"27";"F";"Hispanic";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5467";"098b0e728ed8ec941efb1e411b006942";"3";"28";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5468";"b4fe1951a099a36d4ea32518fe714634";"3";"27";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5469";"75d1a5ddb010646e3f57090523cd960a";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5470";"ae125ae2003dcbf244cfbcf90c414f99";"3";"30";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5471";"0f45160dc294f97c93c41cc3f66bbfdd";"3";"28";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
"5472";"f105bb14e8b8b5fc3642093d096af6f0";"3";"33";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Task Force";""
"5473";"e079c1020a0e1d2380699e414d7ebb66";"3";"28";"M";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5474";"507ed2728640adba41409eadf0445b3d";"3";"35";"F";"Black / African American";"FOB - Field Operations Bureau";"Second District";"Staff";""
"5475";"bec7a6896c356f574bfcde288c3084c2";"3";"49";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5476";"d0b6b648886fdb72a9100cc2c196cf4c";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5477";"ac22e3b72a682e74ee435adc187e8ecc";"3";"29";"F";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"5478";"1c995ac24744687d08c98f1972eecae6";"3";"30";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5479";"fa7f87270048ac9319fce88917dad682";"3";"24";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"5480";"f56c8656adf638684891c94c59337072";"41";"58";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5481";"4339dec81e073af44d03bc6e47a1d59a";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5482";"d43c48a2972398c718f615f6673a984c";"NULL";"NULL";"M";"Black / African American";"FOB - Field Operations Bureau";"Reserve Division";"NULL";"Unknown Assignment"
"5483";"d060ad9ecc8e7e309969994f6fb56f08";"3";"48";"F";"White";"FOB - Field Operations Bureau";"Fifth District";"Staff";""
"5484";"3bd47da1467ff64e09e77239e30ba500";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5485";"092b83b284d66a2dd33d112b29084707";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5486";"28d998595625568b9b9f6469c594769c";"3";"30";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"I.O.D.";""
"5487";"f011235afeea82f003a824641d82aab2";"3";"26";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"5488";"b8edd61e8767994db71a2a3ce1362338";"3";"51";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5489";"7048106d63e3663f7bfaf923491532a6";"3";"42";"M";"Hispanic";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5490";"3793d5b8e1c705383996fb84d394ef7f";"3";"31";"M";"Black / African American";"FOB - Field Operations Bureau";"Sixth District";"Staff";""
"5491";"3397c2888f15e7047850242f632feebc";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5492";"33ca15d3ea9bfd3926ce509e932475b5";"3";"53";"M";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5493";"4c5a64047d69f4c74a3ec8e751114c9a";"3";"26";"F";"Native American";"FOB - Field Operations Bureau";"Eighth District";"Mounted";""
"5494";"13136494176c3c6cd8a8a7b645e9540d";"3";"28";"F";"Black / African American";"Office of the Superintendant";"Public Information Office ";"Public Affairs";""
"5495";"199eb23e7d040284392e3eec4c9aca12";"10";"34";"M";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5496";"82e4c39c9cae38a3002be85bc6d7eca3";"3";"40";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"5497";"66b1473073b0584ead9eacf67c04734a";"3";"42";"M";"White";"FOB - Field Operations Bureau";"Second District";"B Platoon";""
"5498";"4c83d6f2763afacb3eec8cb4c3effc87";"3";"34";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Task Force";"A"
"5499";"3cde0418829a203821eb6225d21ae817";"3";"43";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"5500";"fff72026dad17c51e49b514c39484471";"3";"36";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Night Watch";""
"5501";"f2d929390fb7ac39d9938aa8410590a1";"3";"32";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"Task Force";""
"5502";"24f54b93963bb58e60d90585a2fd65ce";"3";"37";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5503";"c416ddbddac9dc6862b026337182989a";"3";"42";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
"5504";"71833bf7740bc68e62ab5f68bbb9e89c";"3";"29";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Narcotics";""
"5505";"4cfb1bf36a218201d004b853c6127f36";"3";"29";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Narcotics";""
"5506";"6c3d1d3f780a554214f32662f080895f";"3";"34";"M";"Hispanic";"MSB - Management Service Bureau";"Administrative Duties Services";"Military Leave";""
"5507";"08bf459aea1bd927c4edb56a6537f34b";"3";"28";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5508";"a98d4b3a7238c9ba9138384b43c5ca8f";"3";"25";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"5509";"f5dba6254990b6709dfa1efe5d2c980b";"3";"33";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5510";"4f09ec34d745dfeef9d7c4efc424c80d";"NULL";"NULL";"M";"White";"NULL";"NULL";"NULL";"NULL"
"5511";"487cd1b0716d90d74c4971bdeeddcfa9";"3";"29";"M";"Black / African American";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5512";"d748aa90c0db2e82c2a628d253bd3163";"3";"35";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"5513";"5464c20b1384ad9f9f985ad50939f88c";"3";"33";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Task Force";"B"
"5514";"294fd52a93eac88da2ba496897977860";"3";"37";"M";"White";"Compliance Bureau";"Consent Decree";"";""
"5515";"11f125c6f15c4b568af4f40ffcb91a40";"3";"26";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"5516";"efdae90ddd42ad87ab422f7b6c07d7ea";"3";"30";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"5517";"2bd337fd0e8599ab01ef51303c49c72f";"3";"31";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Staff"
"5518";"729da5053e761a1a30c1fb7b324239f3";"23";"46";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5519";"cde94d56a77d0a2f54c3be228a41d3da";"NULL";"NULL";"M";"Unknown race";"Compliance Bureau";"NULL";"OPSE";"NULL"
"5520";"155a538ee5c086d8e88cc9669f7fba15";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5521";"6a41e6633de0384c3ebb54a54428c5cb";"3";"36";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5522";"eb36c69a77bec64eef39996598a1c95b";"3";"35";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Staff";""
"5523";"73d3a9c9b39a70567daeff71996fa4dc";"3";"30";"F";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5524";"73882378e07bba2c2f41a2419706b8f3";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5525";"643f7055ba470390ff1028b2a6b77daf";"3";"30";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"5526";"fca026b3eaa18e6558cdaf0690c3ac3a";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5527";"b075d676349657244f151b66b038d4be";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5528";"8423b7e395899bd4cf0f01277560f26b";"3";"44";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"5529";"58cfc5f9f39cfd20149415a1b75a0a71";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5530";"ec1e1f835352855fc69416b86745549c";"3";"28";"M";"White";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5531";"b79b594adee109bbc437aa482321ce42";"3";"26";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5532";"8ad2fc7c5fb140b714d8aa0df6e358db";"3";"40";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"5533";"59e4df3b66d49fabca5a88e60d1a76a5";"3";"34";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"5534";"201a8e74182869ed7c87c09e036c133d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5535";"78398831ddbb4062554532119f1378fa";"NULL";"NULL";"Unknown sex";"Unknown race";"FOB - Field Operations Bureau";"Unknown District/Division";"NULL";"NULL"
"5536";"4582c7b6c6db62f4a2ba4992dfefe603";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5537";"f927a56331b5f96e94a96a43fe55a3de";"NULL";"NULL";"M";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5538";"f9d1a7c71ceda04bc4e9a5bcade45806";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5539";"7425eb2f487d3eb7a9f66f202da73152";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5540";"f193461bc573d75379493509242620d6";"NULL";"NULL";"Unknown sex";"Unknown race";"Not - NOPD Officer";"NULL";"NULL";"NULL"
"5541";"1e00a368b5c2b3ed444cd8d4354a475d";"3";"33";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5542";"83ccbd89cc0561a68acc40fbcf459f9b";"3";"28";"M";"White";"FOB - Field Operations Bureau";"First District";"3rd Platoon";""
"5543";"8a1ab99e1bda8dd2b91a7610a1021fc0";"3";"25";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5544";"eab7891e5c245f09f1ec2f9676a3e3cd";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5545";"3e4954bcd7aedac12d5cfe2e6dbe3f98";"3";"30";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5546";"c0c5e00f805104fefff3dd490630b15d";"3";"32";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5547";"e3226183d5cd3f992ae29c7329e3d012";"3";"35";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5548";"18f031e7ae71f9180fa34769a8b8fa4e";"3";"32";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"5549";"13137b734083ff35ae6480da199f677a";"3";"35";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"5550";"21c8362e071011e1e8e5df0129cae9cb";"3";"32";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"B Platoon";""
"5551";"076d658cb62b1d38fbb8154d8be361c6";"3";"44";"F";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"D.I.U.";"Staff"
"5552";"3da5fe0d632c1a58907167bb96b6ec80";"3";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"5553";"7148922c7f5a9f51e49f8808494a3121";"3";"31";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"5554";"e15a06824b3986372b3c3d0b41f8ed84";"3";"41";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5555";"634539f05dfe2ae5d0358b43182f441d";"3";"27";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"5556";"0d676f3e8685b4102358aeaae9fb4df3";"3";"42";"M";"White";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5557";"0a3482810e74de6947830f45e3fbd42e";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5558";"fb9c45328f3dcb611bd101a2142a2c76";"3";"55";"F";"White";"MSB - Management Service Bureau";"Budget Services";"Grants Administration Section";""
"5559";"1dedeb53701764ff6a64bbfec89b966e";"3";"29";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Admin"
"5560";"a9232ebf00a1617d6480a07701c9554e";"3";"25";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"5561";"7247f70c27757495b1c25720d53cbad4";"3";"24";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5562";"2f87d0758b38709c0c8d8a6ad10d4c6d";"3";"29";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"Narcotics";""
"5563";"4721d41b5ec85dca4bae2b6e49589f3b";"3";"43";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5564";"cd7a4e3355be955cd99b523a65a0c080";"3";"24";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"NULL";"NULL"
"5565";"07633cbf3714b9c88ad0bb24abee48ee";"3";"29";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5566";"cb85555359a3154396fe929d73aa7fce";"3";"36";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"5567";"5db48840ad5e5e93328232d2505d11b9";"3";"38";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5568";"72d8664a230e52e52068d06afb7246b0";"3";"29";"M";"Hispanic";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5569";"4cd46079fb88d7f96c513e1a276f8d87";"3";"31";"M";"White";"FOB - Field Operations Bureau";"Second District";"B Platoon";""
"5570";"6c8067699d15a4dbb168847035f27240";"3";"28";"M";"White";"FOB - Field Operations Bureau";"First District";"3rd Platoon";""
"5571";"8b483566bfab6706c4e3ac82d5988303";"3";"26";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Night Watch";""
"5572";"8bd4c417245723dd33978b20a67f1bb8";"3";"45";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5573";"5d34443714740ce0a2d0c510cf222f49";"3";"27";"M";"Hispanic";"FOB - Field Operations Bureau";"Sixth District";"Task Force";"B"
"5574";"7080ac4ee0427401952ec26ea5484648";"3";"50";"M";"White";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5575";"34382bc0f1fe20a7f04a149c9c5a6d01";"22";"40";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Admin"
"5576";"77c8354c79bcba92224b6e344909d88b";"3";"27";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5577";"5b57dcd866de132184619fcb5a068048";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5578";"0617bdcabd3088034c931f0015c9251e";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5579";"c9ba5ff9a8abd48458e7eb18eddd9b3d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5580";"c1568b4a9a83144293758dbc86d9b6b8";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5581";"30836b77cd394639e7e789745b9bd430";"3";"27";"M";"Hispanic";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"5582";"a740cd21ac0bfc23c78959f3acb2e794";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5583";"0fae7a4aeb4d6f9a220bdec0932851b7";"NULL";"NULL";"F";"Black / African American";"MSB - Management Services Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NULL"
"5584";"33e0c485a919fcfeadd5f8484b9bfca4";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5585";"0c1402fe8c9a5c3bdf5d1f395c0d4e8d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5586";"19557895ba3c022ba4614a6b931ae921";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5587";"d4bc1aa725a671e9d05f0ed786124174";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5588";"e4f8691f8af088c3f9c5be45086fa0bb";"3";"33";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5589";"07bee47d100cdafc44340df0de1ddf67";"NULL";"NULL";"F";"Black / African American";"Not - NOPD Officer";"Communications Division";"NULL";"Not - NOPD Officer"
"5590";"f022c7c3ea9f3b0b4ce9d4f2a2abdb9a";"3";"61";"M";"White";"Compliance Bureau";"Consent Decree";"";""
"5591";"dfa03559bd562ef8597abfd6a9e2eb37";"3";"31";"F";"White";"Compliance Bureau";"Consent Decree";"";""
"5592";"abfef1b0fac11687c486fcb79d65e73e";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5593";"f3ee94396b8710db297544d9e5d48976";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5594";"55131514a2acc1753cdb8816b82f5d1d";"3";"35";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5595";"3a96657ceec0b62fb433b4c070480c4e";"3";"25";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5596";"11124156bfc7624c9b32c5015b6b6ea3";"3";"35";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5597";"f3d400ec32725cd8781f81e4e383bd55";"3";"32";"M";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"Staff";""
"5598";"a31fbafaf8fee1da4a3abc0fd87c31c7";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5599";"9ee6ce24beb6b2ee0a8fb5bc81eb0c28";"3";"36";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5600";"970f88680e2692cb407b2fd2fe796925";"3";"31";"F";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5601";"bad0475598aa1da4a46e4b2ddd62680e";"4";"27";"M";"Black / African American";"Compliance Bureau";"Consent Decree";"";""
"5602";"039234356055ae149f64ab6b548bb6af";"3";"38";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"5603";"cbfb573a8ac19508e3624025f6a7df88";"3";"41";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5604";"2030f4c197b658dc1c57457805b964b2";"3";"34";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"5605";"949b18bedb69d6c745daee537079b1bf";"3";"30";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5606";"fd71a4140eab55bb0821f077f8d970e9";"3";"26";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5607";"c44b8b947e14a5d56a948618539c1538";"3";"27";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5608";"9febbde9f9eea13d67ff773344741e7b";"2";"26";"M";"Black / African American";"Office of the Superintendant";"Technology Section";"Administration";""
"5609";"44fd2d30bf75c3e2a890cfc66bebb24e";"2";"26";"M";"Hispanic";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5610";"a15c7eeb9c1511ff51694d5b2adc382e";"2";"29";"M";"Black / African American";"Office of the Superintendant";"Technology Section";"Administration";""
"5611";"e60e7862d53c0d512b352fc40a6e2091";"2";"23";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5612";"4f3c39f8c50b10fe76b45aea47f34466";"2";"45";"M";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Admin"
"5613";"aae95b3cc42b8865d07d417e312f99b3";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5614";"9bb045aadc4568e7432e0c37bb8fe481";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5615";"a95242b0b5e822ec6e1479072301d2cc";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5616";"864b86beed4ffe182079b9d1665f62ca";"2";"27";"M";"White";"Office of the Superintendant";"Office of the Superintendant";"Unknown";""
"5617";"ea875468ea76d8fcbf6779daa427eeec";"2";"39";"F";"White";"FOB - Field Operations Bureau";"Eighth District";"B Platoon";""
"5618";"b11d3c57265f77520ad58b646109e99d";"2";"26";"M";"Hispanic";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5619";"fecf421bdf3529ac26c435a39c4f4e8a";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5620";"39c825191dca9c367dbd926093a85393";"NULL";"NULL";"Unknown sex";"Unknown race";"ISB - Investigative Services Bureau";"NULL";"Homicide Section";"NULL"
"5621";"45670da21bb467b41e1a9bca76c15e65";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5622";"5fe717427546234d13bbc9a649a58897";"2";"26";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5623";"d57d28930701529021e44d1bf66bdd2d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5624";"2dafc256d91814786879c0680b53db43";"4";"35";"M";"White";"Office of the Superintendant";"Office of the Superintendant";"Unknown";""
"5625";"a11625d3c2aa4465c8e34ef3d926392e";"2";"31";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"5626";"3615b9a65af8fec663e774af8dbb344b";"2";"29";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
"5627";"a51f6f1551fc10a65a6044d1c59f184b";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5628";"f1b5e9a51923b4bacce471b0e117406a";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5629";"ac78a3c24fd22451134a5289a2dff9dd";"2";"25";"M";"Hispanic";"FOB - Field Operations Bureau";"First District";"3rd Platoon";""
"5630";"73d0ae9598a63cc05df6c808a02c0af0";"2";"24";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"5631";"e62cfadd1dcf37663893a67d067b3749";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5632";"0329a04f0b733158aed573b9072db39a";"NULL";"NULL";"M";"White";"ISB - Investigative Services Bureau";"Unknown District/Division";"Unknown";"Unknown Assignment"
"5633";"1c3cdee35e935b862269e313ddb568c6";"2";"25";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
