"id","occurredDate","division","district","shift","beat","serviceType","source","allegationType","allegation","finding","residentRace","residentSex","residentAge","officerRace","officerSex","officerAge","officerYearsOfService","officerIdentifier"
"83872750b9360999d7cf06466d5681ba","2015-07-18 00:00:00","Office of the Chief","Professional Standards Branch","Special Investigations Section","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","","White","Male","52","27","f1e16923caea722a16f6eed8e4b36cdf"
"3e3b82ed30b6f7b2bd61c82411a14536","2015-09-10 00:00:00","Operations Division","Downtown  District","DT Middle Shift","","Call For Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Unknown","Male","","White","Male","46","21","dfb3bd4b6001d5dc1984127492827c56"
"edc7fdf0398f3d24d10885f0e88cbabc","2015-09-10 00:00:00","Operations Division","East District","ED Middle Shift","","Call For Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Unknown","Female","","Black","Male","35","8","eda549868a9fffa1e21d135dcebff5aa"
"a25a332352fb0bd97f021e0629e910a0","2015-09-14 00:00:00","Operations Division","Downtown  District","DT Middle Shift","","","CPCO (Informal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","","Black","Female","","White","Male","42","17","9ccd97e1f4a3ff326f52ea6118ad10cf"
"a25a332352fb0bd97f021e0629e910a0","2015-09-14 00:00:00","Operations Division","Downtown  District","DT Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","","Black","Female","45","14","d2551d43b19ebffa7bd2ee6527246459"
"55ddbac873e215060c7cc105b28d902c","2015-09-03 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","","Female","52","Black","Female","33","1","4b788833cb03a35328d6305860adde25"
"55ddbac873e215060c7cc105b28d902c","2015-09-03 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","","CPCO (Informal)","Substandard Performance","Failure to Properly Investigate Crash","","","Female","52","Black","Female","33","1","4b788833cb03a35328d6305860adde25"
"13b05f4a50d71e553e5befc4673cab78","2015-08-20 00:00:00","Operations Division","East District","ED Middle Shift","","Not Applicable","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Gestures","","White","Male","-1","White","Male","32","7","9cddfc70f9420442dde57ea5279fef3d"
"13b05f4a50d71e553e5befc4673cab78","2015-08-20 00:00:00","Operations Division","East District","ED Middle Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","White","Male","-1","White","Male","32","7","9cddfc70f9420442dde57ea5279fef3d"
"b70c3d4720feeb22a5e0445f3fb5a09f","2017-04-05 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Female","42","White","Male","44","9","2a4096f4473e1a158d6c51e1d0f4bc74"
"be68897751d9c690e5cb8a0815764fb0","2017-05-14 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","Black","Male","32","White","Male","35","13","1eee2a83cc8feea7829cadc417f2f2e5"
"be68897751d9c690e5cb8a0815764fb0","2017-05-14 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","Black","Male","32","White","Male","35","13","1eee2a83cc8feea7829cadc417f2f2e5"
"62fdbc30dd9f8b32daea2498d8c95276","2017-05-17 00:00:00","Operations Division","Southeast District","SE Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Unknown","Male","","Black","Male","30","2","21fa7c3830afaa932b1da6d6254d16db"
"62fdbc30dd9f8b32daea2498d8c95276","2017-05-17 00:00:00","Operations Division","Southeast District","SE Middle Shift","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Unknown","Male","","Black","Male","30","2","21fa7c3830afaa932b1da6d6254d16db"
"7a8f808a7c0168297b3317b95e3bbbf2","2017-05-09 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","Traffic Stop","CPCO (Informal)","","","","White","Female","34","Black","Male","51","22","68072cee152b445441a4a244073cb341"
"7a8f808a7c0168297b3317b95e3bbbf2","2017-05-09 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","Traffic Stop","CPCO (Informal)","","","","White","Female","34","Black","Male","28","1","24bdbb32e7597cb252c2bb4d34e6769d"
"c00e86bdecb87c07c8d629fe72218902","2017-05-10 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","Not Applicable","CPCO (Informal)","Neglect of Duty","Failure to Secure Property","Exonerated","Black","Female","74","Black","Female","49","13","E937f002488be50ca2462a46d6280a2c"
"c00e86bdecb87c07c8d629fe72218902","2017-05-10 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","Not Applicable","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","Exonerated","Black","Female","74","Black","Female","49","13","E937f002488be50ca2462a46d6280a2c"
"210ea7291ebf7f3e191753a2d548a77e","2017-07-02 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Search/Seizure","Improper Warantless Search","","White","Male","21","White","Male","52","29","56637f3f16fcff5230447dcb8d0f229a"
"210ea7291ebf7f3e191753a2d548a77e","2017-07-02 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Male","21","White","Male","52","29","56637f3f16fcff5230447dcb8d0f229a"
"210ea7291ebf7f3e191753a2d548a77e","2017-07-02 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Neglect of Duty","Failure to Request a Supervisor When a Citizen Desires to Make a Complaint","","White","Male","21","White","Male","52","29","56637f3f16fcff5230447dcb8d0f229a"
"a725021df7cf6ad71c95ed371f613a00","2017-08-01 00:00:00","Operations Division","North District","ND Day Shift","14th Recruit Class","","CPCO (Informal)","Prisoner Handling/Trans.","Mistreatment of Person in Custody","","White","Male","32","White","Male","59","37","5a1c7a3508460c2b614a325fc338e220"
"a725021df7cf6ad71c95ed371f613a00","2017-08-01 00:00:00","Operations Division","North District","ND Day Shift","14th Recruit Class","","CPCO (Informal)","Prisoner Handling/Trans.","Mistreatment of Person in Custody","","White","Male","32","White","Male","28","","Ab3041ec60f39777523ba591e56c1ecc"
"a725021df7cf6ad71c95ed371f613a00","2017-08-01 00:00:00","Operations Division","North District","ND Day Shift","14th Recruit Class","","CPCO (Informal)","Prisoner Handling/Trans.","Mistreatment of Person in Custody","","White","Male","32","White","Female","36","14","658af2c62973709bb38b7de919e912a1"
"a725021df7cf6ad71c95ed371f613a00","2017-08-01 00:00:00","Operations Division","North District","ND Day Shift","14th Recruit Class","","CPCO (Informal)","Prisoner Handling/Trans.","Mistreatment of Person in Custody","","White","Male","32","Black","Female","41","16","8e516f1383d95ca544af80809e73c9b2"
"97db4020a01bee694a84b2427e7fb387","2017-08-08 00:00:00","Operations Division","Downtown  District","","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","","Male","","White","Male","53","28","2e66824065a0f7382abce38068604509"
"7e565c067138934109ef42b08aaf9da9","2017-09-07 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","Black","Female","35","White","Male","52","23","5c70464a484916b645ff4703f7299423"
"5dc603ae25174f94b75b3c571f9cd946","2017-08-03 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","","","","Black","Female","60","White","Male","23","1","3910bca334f75aeca1e6dbc315fa18e8"
"7e565c067138934109ef42b08aaf9da9","2017-09-07 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","35","White","Male","52","23","5c70464a484916b645ff4703f7299423"
"49f1d30ad6ccb7c4ae749a703b274492","2017-10-01 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Equipment and Uniforms","Members Shall Only Use Weapons in Accordance With Law/Orders.","","Black","Male","51","White","Male","30","3","887873947673e214b054342088ccb353"
"9eeecc2dadc1541ca58cdf68a9b7d3d4","2017-10-12 00:00:00","Reserves","Patrol -  Ai","","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Black","Male","50","","Male","62","17","10cf9532465256597470d4406b2fa12b"
"cada8e6caef56985b3dab1bad2ad6b89","2018-03-07 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Gestures","","Unknown","Female","52","Black","Male","38","9","111a098739d740c6a4931e2a151008c4"
"cada8e6caef56985b3dab1bad2ad6b89","2018-03-07 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Unknown","Female","52","Black","Male","38","9","111a098739d740c6a4931e2a151008c4"
"1c9240502e1769d7e1f1f496cc08942e","2018-03-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","White","Male","60","White","Male","45","10","2a4096f4473e1a158d6c51e1d0f4bc74"
"1c9240502e1769d7e1f1f496cc08942e","2018-03-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Prisoner Handling/Trans.","Mistreatment of Person in Custody","","White","Male","60","White","Male","45","10","2a4096f4473e1a158d6c51e1d0f4bc74"
"1c9240502e1769d7e1f1f496cc08942e","2018-03-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","60","White","Male","45","10","2a4096f4473e1a158d6c51e1d0f4bc74"
"1c9240502e1769d7e1f1f496cc08942e","2018-03-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","60","White","Male","31","2","5dbc46b1743058998d59ddd00da6a71e"
"250e5853abd71b2f23dd946173021647","2018-03-15 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","Black","Male","41","Hispanic","Male","29","1","27f73d95c5c2bff28785d13fd7a3e0c1"
"250e5853abd71b2f23dd946173021647","2018-03-15 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","Black","Male","41","White","Male","29","2","832df336710823df2c291199ff856e4d"
"b0a12b07c60e06cd6b52b996902e63c4","2018-03-21 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","","CPCO (Informal)","Violation of Any Rule","","","White","Male","39","White","Male","45","18","09080dd8174f1eeeb786f08b31371a07"
"e6d75bba06d88d7962cc736404dea834","2018-03-14 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","","White","Female","69","White","Male","49","13","Fb6fb4962f4f9e478bd52469d6529d56"
"e4ad34c2aa2873a013f62512fcc88b66","2018-03-02 00:00:00","Operations Division","Southwest District","SW Late Shift","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","33","White","Male","32","9","B272f473d6b170e73b3092fa8874f268"
"e4ad34c2aa2873a013f62512fcc88b66","2018-03-02 00:00:00","Operations Division","Southwest District","SW Late Shift","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Indecent or Lewd Language","","White","Male","33","White","Male","32","9","B272f473d6b170e73b3092fa8874f268"
"c25f954cb4cbaa7e28fbf49e87943c55","2018-03-07 00:00:00","Operations Division","Southwest District","SW Day Shift","SW Day Shift","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Unknown","Female","","White","Male","54","29","Ae5adcd6d9f4755d56568165018e1f5d"
"7df51dd2cc5e8cac51adc4997ad61c39","2018-03-12 00:00:00","Operations Division","North District","ND Middle Shift","","","CPCO (Informal)","","","","White","Male","25","White","Male","45","10","78f293f2eb4924586407d8470626f1a6"
"d5ebada630b63ddf41beed519b155756","2018-03-15 00:00:00","Operations Division","Downtown  District","DT Day Shift","","","CPCO (Informal)","","","","Unknown","Male","","White","Male","53","31","4c099313d3cbe51823c99a03908abf50"
"5b385701dfe0d3079d5e3e0c59363846","2018-04-01 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","","","","","Female","","Black","Male","35","6","D209507b13e51976055b3542969ee419"
"8df04a18738bad9cb9dbdf5f6b42f2a9","2018-04-04 00:00:00","Operations Division","Northwest District","","","","CPCO (Informal)","","","","White","Male","33","White","Male","48","24","1acc5d93573a166dd43521829f644252"
"b359ab5b8691c1f5a729475afd21c5e5","2018-04-05 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","","","","White","Male","61","White","Male","28","2","92902b8be102c197ba4f6af26a9f16eb"
"421d8169406549faa323b13124544eb8","2018-04-01 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","","CPCO (Informal)","","","","Black","Female","44","White","Male","56","29","Ac0d53f63c9c0ac571924480934d9961"
"8a89c1f0f1c1278c945178ac801fde91","2018-05-03 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","","","","","Male","","White","Male","35","2","C89e2b2b1b5981cf4fb9872eccf7d4d3"
"b7834dcad738428ac574808cf00fc524","2018-05-04 00:00:00","Operations Division","Downtown  District","DT Late Shift","","","CPCO (Informal)","","","","Black","Female","34","White","Male","49","16","607df0fa7ee363045dec5b20947b2b95"
"cf3ecf17cfa50d9a0d0d3f7715341fa5","2018-05-04 00:00:00","Operations Division","North District","ND Middle Shift","","","CPCO (Informal)","","","","","Female","","Other","Male","31","3","9ca8236e9d4424c4828772d6d3d33e42"
"72316ddff35f12ecf307c21f6796bf6d","2018-05-03 00:00:00","Operations Division","Downtown  District","DT Day Shift","","","CPCO (Informal)","","","","Black","Male","","White","Male","51","27","2f6fd09828fae4456e5cdaa0ad60810d"
"90099cdc5254cc407586ea27003ef3ba","2018-05-05 00:00:00","Operations Division","Northwest District","NW Middle Shift","","","CPCO (Informal)","","","","Black","Male","50","Black","Male","29","2","24bdbb32e7597cb252c2bb4d34e6769d"
"38f2a56c7268b066d519c2d099ced51e","2018-05-13 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","","","","Unknown","Male","","Black","Male","29","","86083a2e15b13dc322ffdfd0fa3c1653"
"8a89c1f0f1c1278c945178ac801fde91","2018-05-03 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","","Male","","White","Male","35","2","C89e2b2b1b5981cf4fb9872eccf7d4d3"
"b7834dcad738428ac574808cf00fc524","2018-05-04 00:00:00","Operations Division","Downtown  District","DT Late Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Female","34","White","Male","49","16","607df0fa7ee363045dec5b20947b2b95"
"b7834dcad738428ac574808cf00fc524","2018-05-04 00:00:00","Operations Division","Downtown  District","DT Late Shift","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","34","White","Male","49","16","607df0fa7ee363045dec5b20947b2b95"
"72316ddff35f12ecf307c21f6796bf6d","2018-05-03 00:00:00","Operations Division","Downtown  District","DT Day Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Unknown","Male","","White","Male","51","27","2f6fd09828fae4456e5cdaa0ad60810d"
"38f2a56c7268b066d519c2d099ced51e","2018-05-13 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Unknown","Male","","Black","Male","29","","86083a2e15b13dc322ffdfd0fa3c1653"
"2a59055898c83add3689280ffb70bd17","2018-05-14 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","","CPCO (Informal)","","","","","Female","","Other","Male","38","10","Fbe9e86459fb910f116c5f33e736fb73"
"cf3ecf17cfa50d9a0d0d3f7715341fa5","2018-05-04 00:00:00","Operations Division","North District","ND Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","","Female","","Other","Male","31","3","9ca8236e9d4424c4828772d6d3d33e42"
"728d49d556e98d14ac30e9ce0fe55fe0","2018-05-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","","CPCO (Informal)","","","","","Male","","White","Male","35","11","B4f6d80bd18d118cbb430287f2cd107e"
"ec6bf401b5b2410b2b9181a778a603ac","2018-05-18 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","","","","","Male","","White","Female","28","2","Aa387595a372639fb8eeb6829b134379"
"2e9a25ed2683bdb5cda9902751d58807","2018-05-15 00:00:00","Criminal Investigation Division","Investigative Support","Juvenile/Missing Persons","Missing Persons Unit","","CPCO (Informal)","","","","","Female","22","Black","Male","35","11","950e36bd819464089e367762ce240c4e"
"2853f962537211ef871e6529a2499499","2018-05-17 00:00:00","Operations Division","Southeast District","SE Late Shift","","","CPCO (Informal)","","","","W","Male","51","White","Male","37","10","C298b46d10962634a81944b9b99c522f"
"e9f18e373bc543ddbf7d1c0b366342b7","2018-05-18 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","","","","","Male","","Black","Male","36","6","F0a328b2027b9310774192279c0b6d6d"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","","","","Bi-Racial","Female","30","White","Male","46","17","5eecbab973ed6e28f64e5ebdaebf2827"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","","","","Bi-Racial","Female","30","Black","Male","57","28","044123693ed1876cf244a1f0c0969607"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","","","","Bi-Racial","Female","30","White","Male","40","10","Ed10e9e3269981467205cb97ff792079"
"97ee78ab0df60ec7790c93cba8476602","2018-05-21 00:00:00","Operations Division","Southwest District","SW Late Shift","","","CPCO (Informal)","","","","","Male","","Hispanic","Male","23","","3898e620b3f7eb92d81a22d980e3eed3"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Neglect of Duty","Failure to Make and Turn in All Reports Promptly, Accurately, and Completely in Conformity With Department Orders.","","Bi-Racial","Female","30","White","Male","46","17","5eecbab973ed6e28f64e5ebdaebf2827"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","","Bi-Racial","Female","30","White","Male","46","17","5eecbab973ed6e28f64e5ebdaebf2827"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","Bi-Racial","Female","30","White","Male","46","17","5eecbab973ed6e28f64e5ebdaebf2827"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","","Bi-Racial","Female","30","Black","Male","57","28","044123693ed1876cf244a1f0c0969607"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","Bi-Racial","Female","30","Black","Male","57","28","044123693ed1876cf244a1f0c0969607"
"71c7c17b3d2f1dce835f3b777d64eb0d","2018-05-17 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Call for Service","CPCO (Formal)","Neglect of Duty","Failure to Make and Turn in All Reports Promptly, Accurately, and Completely in Conformity With Department Orders.","","Bi-Racial","Female","30","White","Male","40","10","Ed10e9e3269981467205cb97ff792079"
"2b367e3441c703daa4102741f73f6502","2018-05-28 00:00:00","Operations Division","East District","ED Late Shift","","","CPCO (Informal)","","","","","","","White","Male","42","8","1b7a6ab7c63ccfd6dbe41cc824d80294"
"2a59055898c83add3689280ffb70bd17","2018-05-14 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","","Female","","Other","Male","38","10","Fbe9e86459fb910f116c5f33e736fb73"
"728d49d556e98d14ac30e9ce0fe55fe0","2018-05-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","","Male","","White","Male","35","11","B4f6d80bd18d118cbb430287f2cd107e"
"de6d49b2443198dbe7ad8d0c125b475d","2018-05-15 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Assisting Other Agency","CPCO (Formal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","Black","Male","58","Black","Male","37","3","3ac2df3b8272d88a7354cacdf3902cf5"
"de6d49b2443198dbe7ad8d0c125b475d","2018-05-15 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Assisting Other Agency","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","","Black","Male","58","Black","Male","37","3","3ac2df3b8272d88a7354cacdf3902cf5"
"dd2b2b5a6f26d952750fb981c41ab8fe","2018-05-24 00:00:00","Operations Division","Southeast District","SE Middle Shift","","","CPCO (Informal)","","","","Other","Female","43","White","Female","46","21","5ec5ad68bc3be37e03658c3d9198448f"
"ec6bf401b5b2410b2b9181a778a603ac","2018-05-18 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","","Male","","White","Female","28","2","Aa387595a372639fb8eeb6829b134379"
"ec6bf401b5b2410b2b9181a778a603ac","2018-05-18 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","","Male","","White","Female","28","2","Aa387595a372639fb8eeb6829b134379"
"2e9a25ed2683bdb5cda9902751d58807","2018-05-15 00:00:00","Criminal Investigation Division","Investigative Support","Juvenile/Missing Persons","Missing Persons Unit","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","","Female","22","Black","Male","35","11","950e36bd819464089e367762ce240c4e"
"2e9a25ed2683bdb5cda9902751d58807","2018-05-15 00:00:00","Criminal Investigation Division","Investigative Support","Juvenile/Missing Persons","Missing Persons Unit","","CPCO (Informal)","Citizen Interaction","Failure to Provide Name or Badge Number","","","Female","22","Black","Male","35","11","950e36bd819464089e367762ce240c4e"
"2853f962537211ef871e6529a2499499","2018-05-17 00:00:00","Operations Division","Southeast District","SE Late Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","White","Male","51","White","Male","37","10","C298b46d10962634a81944b9b99c522f"
"e9f18e373bc543ddbf7d1c0b366342b7","2018-05-18 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","","Male","","Black","Male","36","6","F0a328b2027b9310774192279c0b6d6d"
"97ee78ab0df60ec7790c93cba8476602","2018-05-21 00:00:00","Operations Division","Southwest District","SW Late Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","","Male","","Hispanic","Male","23","","3898e620b3f7eb92d81a22d980e3eed3"
"ee4e99ec9d8aa19523a4ae599c8cdcfc","2018-06-01 00:00:00","Operations Division","Northwest District","NW Late Shift","","Call for Service","CPCO (Formal)","","","","White","Male","47","White","Male","34","2","Bbb99b457fe67953655818b9beed9c3c"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","","","","Black","Female","","White","Male","39","10","36badc4480e383c5a61a370bf0b15838"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","Use of Force","Improper Use of Weapon","","Black","Female","","White","Male","39","10","36badc4480e383c5a61a370bf0b15838"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","","Black","Female","","White","Male","39","10","36badc4480e383c5a61a370bf0b15838"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","","","","Black","Female","","Black","Male","38","14","C5c8be960681c3f37ec422c36121edbd"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","Use of Force","Improper Use of Weapon","","Black","Female","","Black","Male","38","14","C5c8be960681c3f37ec422c36121edbd"
"19953f30ecc5ac4fbf55d20a5863b985","2018-06-04 00:00:00","Operations Division","North District","ND Middle Shift","","Investigation","CPCO (Informal)","Citizen Interaction","Intimidation/Improper Display of Police Authority","","Black","Female","","Black","Male","38","14","C5c8be960681c3f37ec422c36121edbd"
"6d23db00a387064762e33bf707149a84","2018-06-06 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Call for Service","CPCO (Informal)","","","","White","Male","27","White","Male","38","10","6bf65c83ae91cb567f3b8ee2880d8457"
"bc4f743583aa4eb818abe2ca41eb4aa5","2018-06-03 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call for Service","CPCO (Formal)","","","","Black","Male","47","White","Male","33","8","Ff78917ff2c35f10e72ab5f463698fa0"
"bc4f743583aa4eb818abe2ca41eb4aa5","2018-06-03 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call for Service","CPCO (Formal)","","","","Black","Male","47","White","Male","32","1","Cd5279980be1112efb5b8854beeba66f"
"bfdcdac68bc33c7fcd6a179d5279bcc9","2018-06-07 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Traffic Stop","CPCO (Informal)","","","","Black","Male","48","White","Male","51","27","6bbf0e742dbc1e33d7a2a4cf93b943e9"
"a52a6f4c52f0382193c8c59e11da8caa","2018-06-05 00:00:00","Operations Division","Northwest District","NW Late Shift","","Warrant Service","CPCO (Informal)","","","","Black","Female","42","White","Male","42","10","950d49759ea58670b7c0f0e53056b3d3"
